Employee ID,First Name,Last Name,Gender,State,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary,Birth Date,Termination Date,Adjusted Salary
E02655,Kimberly,Rivera,Male,CA,San Francisco,2017-12-08,IT,Developer,Bachelor's Degree,Good,No,72713,1980-02-12,,76348
E02656,Barry,Cowan,Female,FL,Tampa,2016-09-13,HR,HR Assistant,Associate Degree,Good,No,35725,1989-01-24,,32920
E02657,Elizabeth,Phillips,Male,FL,Miami,2021-09-27,Sales,Sales Representative,High School Diploma,Excellent,No,42019,1986-11-17,,42019
E02658,Michelle,Tyler,Female,CA,Los Angeles,2024-06-20,IT,System Admin,Bachelor's Degree,Satisfactory,No,59947,1979-04-28,,61056
E02659,Stephanie,Salas,Female,NY,Buffalo,2017-07-24,HR,HR Manager,Bachelor's Degree,Good,No,84334,1981-04-19,,85894
E02660,Tyler,Austin,Male,NY,New York,2022-01-27,HR,HR Manager,Bachelor's Degree,Satisfactory,No,76038,1992-12-11,,79839
E02661,Nicole,Santiago,Male,CA,San Francisco,2018-05-06,Sales,Sales Representative,High School Diploma,Excellent,No,43471,1994-01-04,,41297
E02662,Isaac,Ferguson,Female,TX,Dallas,2017-12-08,Marketing,Marketing Specialist,Associate Degree,Excellent,No,56544,1985-01-25,,54847
E02663,Jessica,Gonzalez,Female,CA,Los Angeles,2019-06-04,IT,IT Support,Associate Degree,Good,No,55264,1990-07-20,2020-07-01,50925
E02664,Richard,Martinez,Male,NY,Rochester,2018-10-30,Sales,Sales Representative,High School Diploma,Satisfactory,No,54731,1986-07-09,,54731
E02665,Sheila,Pierce,Male,FL,Orlando,2018-08-01,HR,HR Manager,Bachelor's Degree,Excellent,Yes,78782,1985-10-22,,82721
E02666,Kristy,Adams,Male,TX,Dallas,2016-03-13,HR,HR Assistant,Associate Degree,Satisfactory,No,48757,1988-08-26,,46319
E02667,Joyce,Jackson,Female,IL,Naperville,2023-10-01,IT,IT Support,Associate Degree,Excellent,No,41626,1988-08-20,,40377
E02668,Thomas,Jones,Male,FL,Orlando,2016-05-31,IT,IT Support,Associate Degree,Excellent,No,51628,1993-04-04,2018-01-01,49046
E02669,William,Phillips,Female,FL,Tampa,2024-06-09,IT,Developer,Bachelor's Degree,Satisfactory,No,118852,1989-01-04,,121050
E02670,David,Carter,Female,FL,Tampa,2023-10-07,IT,Developer,Bachelor's Degree,Good,No,90585,1986-07-15,,92260
E02671,Rebecca,Shannon,Male,NY,Rochester,2021-10-18,Marketing,Marketing Specialist,Associate Degree,Excellent,No,41660,1992-03-17,,39577
E02672,Joshua,Anderson,Female,NY,New York,2020-11-26,Marketing,Marketing Specialist,Associate Degree,Satisfactory,Yes,57975,1993-05-13,,53423
E02673,Devin,Morgan,Female,CA,San Francisco,2022-11-25,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,99316,1989-09-09,,101153
E02674,Daniel,Rodriguez,Male,FL,Orlando,2018-01-14,Sales,Sales Representative,High School Diploma,Satisfactory,Yes,37620,1986-09-24,,37620
E02675,Erik,Carter,Male,CA,San Diego,2020-06-13,Sales,Sales Representative,High School Diploma,Good,No,30196,1991-09-23,,28686
E02676,Samantha,Davis,Male,TX,Dallas,2016-01-15,HR,HR Assistant,Associate Degree,Good,No,35571,1993-08-17,,33792
E02677,David,Robinson,Male,NY,Buffalo,2024-06-24,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,70265,1995-06-15,,70089
E02678,James,Giles,Male,TX,Austin,2021-03-19,Marketing,Marketing Specialist,Associate Degree,Good,No,63522,1994-02-17,,60345
E02679,Craig,Smith,Male,NY,New York,2022-08-11,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,94274,1979-05-09,,98987
E02680,Christopher,Holmes,Female,FL,Miami,2020-04-01,Sales,Sales Representative,High School Diploma,Good,No,49129,1987-08-03,,47655
E02681,Jared,Floyd,Male,FL,Orlando,2016-01-04,IT,Developer,Bachelor's Degree,Excellent,No,89148,1986-11-15,2017-04-16,93605
E02682,Christopher,Fields,Male,FL,Tampa,2015-06-09,HR,HR Assistant,Associate Degree,Excellent,Yes,45888,1993-02-18,,43593
E02683,Lisa,Wallace,Male,CA,San Francisco,2021-10-03,IT,Developer,Bachelor's Degree,Excellent,No,97500,1997-10-04,,97256
E02684,Misty,Erickson,Male,CA,San Diego,2015-01-21,IT,Developer,Bachelor's Degree,Good,No,81131,1984-07-27,,85187
E02685,Lindsey,Barr,Male,CA,San Diego,2023-03-04,IT,System Admin,Bachelor's Degree,Satisfactory,No,64395,1987-03-24,,67614
E02686,Katherine,Sanchez,Male,CA,San Diego,2019-06-11,HR,HR Assistant,Associate Degree,Excellent,No,49708,1996-12-09,,47222
E02687,Sara,Coleman,Female,CA,San Francisco,2020-01-03,Sales,Sales Manager,Bachelor's Degree,Excellent,No,92525,1990-07-20,,94236
E02688,Aaron,Morgan,Male,FL,Orlando,2023-10-12,IT,Developer,Bachelor's Degree,Satisfactory,Yes,107027,1996-11-20,,106759
E02689,Angela,Davis,Male,CA,San Diego,2018-11-27,Sales,Sales Representative,High School Diploma,Needs Improvement,Yes,41338,1997-08-09,2019-12-21,39271
E02690,Mary,Rose,Female,CA,Los Angeles,2015-11-30,Marketing,Marketing Specialist,Associate Degree,Excellent,No,48914,1992-05-11,,45074
E02691,Cindy,Valentine,Male,IL,Chicago,2023-08-29,Sales,Sales Representative,High School Diploma,Good,No,47692,1994-05-25,,45307
E02692,Marie,Castillo,Female,IL,Chicago,2019-06-13,HR,HR Assistant,Associate Degree,Good,Yes,39957,1988-01-17,2021-05-07,38758
E02693,Kayla,Salazar,Female,NY,Rochester,2021-01-31,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,81277,1992-02-13,2022-04-19,78641
E02694,Brittany,Hansen,Female,NY,Buffalo,2022-03-19,Sales,Sales Representative,High School Diploma,Good,Yes,31627,1989-07-01,,30678
E02695,Dustin,Rubio,Male,FL,Miami,2021-11-28,HR,HR Manager,Bachelor's Degree,Good,No,70855,1990-06-12,,74397
E02696,Melvin,Gonzalez,Male,CA,San Diego,2019-10-29,Marketing,Marketing Specialist,Associate Degree,Excellent,No,58580,1989-07-10,,58580
E02697,Jeffery,Rodriguez,Female,IL,Naperville,2024-03-29,Sales,Sales Representative,High School Diploma,Good,No,36970,1991-03-15,,35860
E02698,Ashley,Mata,Female,IL,Naperville,2019-11-30,HR,HR Manager,Bachelor's Degree,Good,No,87195,1976-09-09,,88808
E02699,John,Kelley,Male,TX,Houston,2016-10-30,Sales,Sales Representative,High School Diploma,Good,No,58762,1981-06-13,,58762
E02700,Eric,Boyd,Female,CA,San Diego,2019-07-06,IT,Developer,Bachelor's Degree,Good,No,99995,1981-08-24,,101844
E02701,Devin,Diaz,Male,NY,New York,2019-01-13,Sales,Sales Representative,High School Diploma,Excellent,No,36518,1997-05-12,,34692
E02702,Elizabeth,Williams,Female,FL,Orlando,2017-07-27,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,Yes,67113,1975-10-15,,68354
E02703,Samantha,Li,Female,NY,New York,2016-03-30,HR,HR Assistant,Associate Degree,Good,No,35903,1984-05-20,,34825
E02704,Robert,Cooper,Female,FL,Orlando,2023-08-31,Marketing,Marketing Specialist,Associate Degree,Excellent,No,43411,1994-12-22,,40003
E02705,Robert,Johnson,Male,NY,New York,2015-12-16,IT,Developer,Bachelor's Degree,Good,No,90297,1993-11-20,,90071
E02706,Laura,Harris,Male,NY,New York,2015-08-02,Finance,Accountant,Bachelor's Degree,Excellent,No,84147,1978-05-19,,88354
E02707,Jesus,Curtis,Male,TX,Austin,2018-08-10,Sales,Sales Manager,Bachelor's Degree,Satisfactory,Yes,93767,1984-09-12,,98455
E02708,Eric,Bennett,Female,CA,San Francisco,2015-09-03,Sales,Sales Manager,Bachelor's Degree,Good,Yes,71269,1968-03-25,,72587
E02709,Christian,Nichols,Male,FL,Orlando,2016-10-25,Marketing,Marketing Specialist,Associate Degree,Good,No,49779,1986-05-09,,49779
E02710,Christine,Howard,Female,NY,Rochester,2021-12-16,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,82398,1992-01-15,,79726
E02711,Erica,Perry,Female,TX,Austin,2019-12-30,Sales,Sales Representative,High School Diploma,Satisfactory,No,31759,1988-03-13,2021-06-23,30806
E02712,David,Marshall,Male,NY,New York,2020-08-29,HR,HR Manager,Bachelor's Degree,Good,No,88008,1976-06-07,,92408
E02713,Emily,Schneider,Female,FL,Miami,2022-06-14,Marketing,Marketing Specialist,Associate Degree,Good,Yes,64545,1990-02-28,,62608
E02714,Corey,Rojas,Male,FL,Miami,2024-05-02,IT,System Admin,Bachelor's Degree,Good,Yes,65629,1984-09-10,,68910
E02715,Sara,Herman,Female,FL,Miami,2016-07-28,IT,Developer,Bachelor's Degree,Satisfactory,No,83092,1992-04-13,,80397
E02716,Angela,Bates,Male,IL,Springfield,2024-01-04,HR,HR Assistant,Associate Degree,Satisfactory,No,41696,2002-04-05,,39611
E02717,Jennifer,Mendez,Male,TX,Dallas,2018-09-02,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,Yes,89464,1990-07-19,,89240
E02718,Amanda,Gonzalez,Male,NY,New York,2023-02-12,Finance,Financial Analyst,Master's Degree,Satisfactory,No,76070,1991-03-06,,83677
E02719,Cassidy,Clark,Male,NY,New York,2022-10-17,Finance,Accountant,Bachelor's Degree,Good,No,62576,1986-09-08,,65704
E02720,Ann,Smith,Female,FL,Orlando,2021-09-26,Finance,Accountant,Bachelor's Degree,Needs Improvement,Yes,68180,1980-11-16,,69441
E02721,Lisa,Duncan,Male,TX,Houston,2016-06-30,IT,Developer,Bachelor's Degree,Satisfactory,No,114052,1990-01-18,,113766
E02722,Steven,Rodriguez,Female,IL,Springfield,2016-07-03,IT,Developer,Bachelor's Degree,Satisfactory,Yes,111651,1985-02-07,,113716
E02723,Anthony,Ross,Male,TX,Austin,2021-11-05,Finance,Accountant,Bachelor's Degree,Good,Yes,67106,1991-06-24,,70461
E02724,Kendra,Wilkerson,Female,FL,Orlando,2023-08-26,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,75215,1982-06-24,,76606
E02725,Luis,Shepard,Female,IL,Naperville,2024-10-31,HR,HR Manager,Bachelor's Degree,Satisfactory,No,74240,1991-03-19,,75613
E02726,Ryan,Miller,Female,IL,Springfield,2020-02-20,Marketing,Marketing Specialist,Associate Degree,Satisfactory,Yes,48730,1998-08-04,,44904
E02727,Jill,Montoya,Female,FL,Orlando,2018-04-25,Finance,Financial Analyst,Master's Degree,Satisfactory,Yes,82623,1986-01-25,,88158
E02728,Mary,Stevenson,Male,NY,Buffalo,2015-02-02,IT,Developer,Bachelor's Degree,Good,Yes,87964,1990-05-13,,87744
E02729,Brandy,Owens,Female,CA,San Diego,2022-11-02,HR,HR Assistant,Associate Degree,Good,No,36303,1995-02-10,,33453
E02730,Richard,Wang,Male,TX,Austin,2023-02-15,Finance,Accountant,Bachelor's Degree,Good,No,73563,1983-10-05,,77241
E02731,Deborah,Thomas,Female,CA,Los Angeles,2015-02-12,Marketing,Marketing Manager,Bachelor's Degree,Good,No,91488,1972-12-08,,93180
E02732,Michele,Wright,Male,IL,Springfield,2020-05-04,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,76786,1995-03-17,,76594
E02733,Brenda,Clark,Male,TX,Dallas,2024-10-01,Marketing,Marketing Manager,Bachelor's Degree,Excellent,No,72787,1980-08-03,,76426
E02734,Theresa,Hart,Female,CA,San Francisco,2021-08-28,IT,IT Support,Associate Degree,Excellent,No,40203,1997-08-21,,37047
E02735,Courtney,Sweeney,Female,IL,Chicago,2023-07-22,Marketing,Marketing Specialist,Associate Degree,Good,No,61505,1989-11-16,,59659
E02736,Darlene,Howell,Male,FL,Miami,2024-02-03,Finance,Accountant,Bachelor's Degree,Excellent,No,61035,1999-09-11,,60882
E02737,John,Combs,Male,TX,Austin,2018-10-21,Sales,Sales Manager,Bachelor's Degree,Good,Yes,88560,1981-10-17,,92988
E02738,Chelsey,Raymond,Male,FL,Tampa,2018-06-14,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,75324,1981-12-10,,79090
E02739,Tammy,Morris,Female,IL,Naperville,2020-01-03,Sales,Sales Representative,High School Diploma,Satisfactory,Yes,42190,1985-09-26,,40924
E02740,William,Foley,Female,NY,New York,2021-07-22,Marketing,Marketing Manager,Bachelor's Degree,Good,No,80584,1986-07-04,,82074
E02741,Kurt,Dyer,Male,NY,Rochester,2021-02-17,IT,Developer,Bachelor's Degree,Good,Yes,72002,1995-11-16,,71821
E02742,Marilyn,Robbins,Female,NY,Buffalo,2019-09-17,Sales,Sales Manager,Bachelor's Degree,Needs Improvement,No,89288,1989-03-15,,90939
E02743,Angela,Miller,Female,CA,Los Angeles,2020-03-24,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,72683,1990-05-26,,74027
E02744,Deanna,Tucker,Female,FL,Miami,2018-04-03,Finance,Financial Analyst,Master's Degree,Satisfactory,Yes,69234,1987-11-14,,73872
E02745,Erin,Pierce,Female,CA,San Diego,2017-02-13,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,75599,1973-08-06,,76997
E02746,Jennifer,Martin,Female,NY,Rochester,2024-11-16,HR,HR Assistant,Associate Degree,Satisfactory,No,49068,1992-01-08,,47595
E02747,Monica,Davis,Male,NY,Buffalo,2020-05-03,Sales,Sales Representative,High School Diploma,Satisfactory,No,45449,1994-08-01,,43176
E02748,Mary,Mcbride,Male,NY,New York,2020-07-15,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,81375,1978-09-20,,85443
E02749,Christopher,Young,Male,TX,Houston,2024-09-17,HR,HR Assistant,Associate Degree,Good,No,44070,1993-12-16,,44070
E02750,Alexis,Phillips,Female,NY,Buffalo,2023-05-10,Marketing,Marketing Specialist,Associate Degree,Excellent,No,50093,1993-02-20,,48590
E02751,Marie,Garrett,Female,FL,Tampa,2022-02-03,Marketing,Marketing Manager,Bachelor's Degree,Good,No,65318,1992-05-25,,66526
E02752,Michelle,Walls,Female,CA,Los Angeles,2022-03-22,Finance,Accountant,Bachelor's Degree,Excellent,No,77721,1978-06-23,,79158
E02753,Angela,Gibbs,Female,TX,Austin,2015-04-15,Marketing,Marketing Specialist,Associate Degree,Excellent,No,57190,1985-11-26,,55474
E02754,James,Williams,Female,FL,Miami,2016-03-09,Sales,Sales Representative,High School Diploma,Needs Improvement,No,58708,1985-05-25,2017-05-10,56946
E02755,Diane,Matthews,Female,TX,Austin,2019-03-04,Finance,Accountant,Bachelor's Degree,Needs Improvement,Yes,74101,1992-05-27,,71698
E02756,Carolyn,Ashley,Female,FL,Orlando,2016-11-28,Sales,Sales Representative,High School Diploma,Good,No,44019,1992-08-12,2020-04-29,40563
E02757,Gerald,Baird,Male,FL,Miami,2024-09-16,Sales,Sales Representative,High School Diploma,Good,No,52021,1990-04-16,,52021
E02758,Diana,Nelson,Female,NY,Rochester,2019-02-26,IT,Developer,Bachelor's Degree,Good,No,110948,1980-07-08,,113000
E02759,Judith,Hebert,Male,FL,Miami,2021-08-23,IT,IT Support,Associate Degree,Satisfactory,No,50384,1998-02-02,,47864
E02760,Shawn,Gordon,Male,FL,Orlando,2016-05-11,Marketing,Marketing Specialist,Associate Degree,Good,No,44611,1994-06-28,,42380
E02761,Patricia,Berg,Female,TX,Houston,2018-08-24,Sales,Sales Representative,High School Diploma,Good,No,55270,1990-05-23,,50931
E02762,Mary,Cunningham,Male,IL,Naperville,2019-06-20,IT,Developer,Bachelor's Degree,Excellent,Yes,78969,1994-02-16,,78771
E02763,Shannon,Allen,Female,FL,Miami,2019-05-14,Marketing,Marketing Specialist,Associate Degree,Good,No,54071,1997-04-28,,49826
E02764,Jeffery,Hughes,Male,NY,Rochester,2018-04-17,HR,HR Manager,Bachelor's Degree,Excellent,No,71532,1971-04-02,,75108
E02765,Robert,Shaw,Female,CA,San Diego,2019-02-22,HR,HR Assistant,Associate Degree,Good,No,47761,1994-03-14,,44011
E02766,Russell,Farmer,Female,IL,Naperville,2024-02-05,Marketing,Marketing Manager,Bachelor's Degree,Good,No,77491,1996-10-24,,74978
E02767,Lisa,Jones,Male,IL,Springfield,2022-09-26,IT,Developer,Bachelor's Degree,Satisfactory,Yes,94877,1985-12-11,,99620
E02768,Sean,Gray,Female,NY,Buffalo,2022-05-18,Finance,Financial Analyst,Master's Degree,Good,No,80800,1981-10-21,,86213
E02769,Ashley,Allison,Male,TX,Austin,2020-06-04,HR,HR Assistant,Associate Degree,Satisfactory,No,47176,1998-11-01,,44817
E02770,Samuel,Thompson,Female,FL,Orlando,2023-10-26,Finance,Financial Analyst,Master's Degree,Good,No,89567,1997-04-15,,90789
E02771,Zoe,Pineda,Female,CA,San Diego,2024-02-04,IT,System Admin,Bachelor's Degree,Excellent,No,64288,1987-01-13,,65477
E02772,Joshua,Williams,Male,CA,San Diego,2019-03-21,Finance,Accountant,Bachelor's Degree,Satisfactory,No,60944,1972-10-16,,63991
E02773,Zachary,Shaffer,Female,FL,Miami,2021-09-21,Marketing,Marketing Manager,Bachelor's Degree,Good,No,93769,1981-12-28,,95503
E02774,Robert,Shaw,Female,IL,Naperville,2021-08-12,Sales,Sales Manager,Bachelor's Degree,Good,No,71482,1987-11-03,,72804
E02775,Amber,Rivera,Male,TX,Austin,2022-01-19,Sales,Sales Manager,Bachelor's Degree,Excellent,No,72536,1987-07-26,,76162
E02776,Bobby,Chapman,Female,NY,Buffalo,2017-11-07,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,Yes,85425,1987-01-26,2018-07-03,87005
E02777,Randy,Gomez,Female,CA,San Diego,2020-04-12,Sales,Sales Manager,Bachelor's Degree,Excellent,Yes,96414,1975-05-28,,98197
E02778,Sarah,Warren,Female,TX,Dallas,2021-05-02,Sales,Sales Manager,Bachelor's Degree,Good,No,75840,1971-05-18,,77243
E02779,Randall,Smith,Female,CA,San Diego,2018-08-24,IT,Developer,Bachelor's Degree,Good,No,119057,1983-05-02,,121259
E02780,Carl,Flowers,Male,TX,Dallas,2023-01-07,HR,HR Assistant,Associate Degree,Good,Yes,42559,2000-09-09,,40431
E02781,Leon,Thomas,Male,FL,Tampa,2023-05-10,Finance,Accountant,Bachelor's Degree,Satisfactory,No,64704,1974-08-03,,67939
E02782,Jeffrey,Holt,Female,NY,Buffalo,2015-09-28,IT,Developer,Bachelor's Degree,Excellent,No,108297,1978-09-15,,110300
E02783,Monica,Johnson,Female,CA,Los Angeles,2016-12-20,HR,HR Manager,Bachelor's Degree,Satisfactory,No,61164,1975-02-04,,62295
E02784,Diane,Gonzales,Male,CA,Los Angeles,2021-01-17,Sales,Sales Representative,High School Diploma,Good,Yes,38256,1999-10-11,,36343
E02785,Dawn,Kim,Male,CA,Los Angeles,2016-01-21,IT,Developer,Bachelor's Degree,Needs Improvement,No,96940,1981-06-02,2018-05-28,101787
E02786,Donald,Rocha,Male,CA,San Diego,2017-05-19,Finance,Accountant,Bachelor's Degree,Satisfactory,No,69146,1989-10-26,,68973
E02787,Samantha,Weiss,Male,CA,San Diego,2016-12-20,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,44218,1984-08-23,2020-09-05,44218
E02788,Allison,Oneal,Male,FL,Miami,2017-02-05,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,66358,1982-09-25,,69675
E02789,Christine,Norris,Male,CA,San Diego,2018-01-06,IT,Developer,Bachelor's Degree,Good,Yes,88948,1985-11-22,,93395
E02790,Elizabeth,Ashley,Male,IL,Chicago,2015-09-28,HR,HR Assistant,Associate Degree,Good,Yes,43568,1989-10-16,,41389
E02791,Mitchell,Campbell,Male,CA,San Diego,2020-05-18,HR,HR Manager,Bachelor's Degree,Needs Improvement,No,75926,1983-01-26,,79722
E02792,Michael,Walker,Male,NY,Rochester,2022-03-02,Finance,Financial Analyst,Master's Degree,Satisfactory,No,65784,1991-06-05,2024-12-24,72362
E02793,Michael,Watkins,Male,IL,Springfield,2023-01-19,Sales,Sales Representative,High School Diploma,Good,No,42461,1990-10-05,,42461
E02794,Regina,Valentine,Female,FL,Tampa,2015-04-20,Finance,Financial Analyst,Master's Degree,Good,No,71414,1973-02-06,,76198
E02795,Hannah,Bray,Male,TX,Houston,2023-06-20,IT,System Admin,Bachelor's Degree,Needs Improvement,Yes,78676,1982-06-23,,82609
E02796,Michael,Harrison,Male,TX,Austin,2015-07-01,HR,HR Assistant,Associate Degree,Good,No,40878,1990-06-21,,38834
E02797,Terrance,Lane,Female,IL,Chicago,2019-01-19,IT,Developer,Bachelor's Degree,Satisfactory,Yes,75874,1994-08-21,,73413
E02798,Teresa,Robinson,Male,TX,Austin,2023-06-03,IT,Developer,Bachelor's Degree,Excellent,No,87000,1986-12-17,,91350
E02799,Brittany,Gonzalez,Female,TX,Austin,2024-07-29,IT,IT Support,Associate Degree,Excellent,Yes,40831,1995-07-06,2026-12-25,37625
E02800,Joseph,Hooper,Female,CA,Los Angeles,2019-10-06,Sales,Sales Representative,High School Diploma,Good,No,50995,1985-06-16,,49465
E02801,Christopher,Phelps,Male,NY,New York,2023-03-15,IT,Developer,Bachelor's Degree,Good,No,108505,1996-08-14,,108233
E02802,Tonya,Torres,Male,FL,Tampa,2015-04-27,Sales,Sales Manager,Bachelor's Degree,Good,Yes,80930,1986-05-15,,80727
E02803,Nicole,Ramirez,Male,TX,Houston,2022-07-17,IT,IT Support,Associate Degree,Satisfactory,Yes,46895,1991-01-28,,46895
E02804,Christopher,Johnson,Male,CA,San Francisco,2024-09-03,Finance,Accountant,Bachelor's Degree,Good,No,64067,1988-07-18,2025-07-27,67270
E02805,Angel,Nelson,Male,TX,Houston,2018-09-25,IT,Developer,Bachelor's Degree,Good,No,87608,1988-10-16,2020-04-30,91988
E02806,Troy,Ramos,Female,TX,Austin,2023-05-11,IT,System Admin,Bachelor's Degree,Satisfactory,No,58212,1987-04-13,,59288
E02807,Jeffrey,Rodriguez,Male,TX,Austin,2019-04-21,IT,Developer,Bachelor's Degree,Good,No,104341,1991-07-14,,104080
E02808,Laura,Gibson,Male,NY,New York,2019-08-17,HR,HR Assistant,Associate Degree,Good,Yes,37719,1997-01-26,,35833
E02809,Brenda,Palmer,Male,FL,Orlando,2023-11-22,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,79442,1987-08-24,,83414
E02810,David,Perez,Female,IL,Springfield,2016-11-04,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,65004,1974-03-10,,66206
E02811,Dorothy,Clark,Female,CA,Los Angeles,2019-09-16,Marketing,Marketing Specialist,Associate Degree,Good,No,49105,1992-01-26,,45250
E02812,Kayla,Alexander,Male,NY,Buffalo,2017-05-31,IT,Developer,Bachelor's Degree,Satisfactory,Yes,95688,1993-02-23,2019-11-29,95448
E02813,Aaron,Green,Male,IL,Naperville,2024-11-14,Finance,Financial Analyst,Master's Degree,Good,Yes,65831,1993-06-04,2026-04-30,72414
E02814,William,Zhang,Male,FL,Miami,2018-06-30,IT,Developer,Bachelor's Degree,Good,No,83026,1987-03-26,,87177
E02815,Zachary,Duran,Female,TX,Dallas,2019-03-05,Finance,Financial Analyst,Master's Degree,Good,No,84197,1978-03-04,,89838
E02816,Benjamin,Williams,Male,TX,Dallas,2024-08-18,Sales,Sales Representative,High School Diploma,Satisfactory,No,32807,2003-03-01,,31166
E02817,Ryan,Barr,Male,FL,Miami,2022-02-15,Finance,Financial Analyst,Master's Degree,Satisfactory,No,85320,1986-01-07,,93852
E02818,Sean,Ball,Male,FL,Orlando,2024-09-30,Sales,Sales Representative,High School Diploma,Good,No,56885,1989-02-18,,56885
E02819,Kelly,Boyer,Female,CA,Los Angeles,2022-01-30,Finance,Accountant,Bachelor's Degree,Satisfactory,No,61285,1992-10-16,,62418
E02820,Lisa,Chen,Male,CA,San Francisco,2016-09-08,HR,HR Manager,Bachelor's Degree,Satisfactory,No,89824,1986-05-07,2019-03-08,94315
E02821,Joshua,George,Female,NY,Buffalo,2018-11-21,IT,System Admin,Bachelor's Degree,Good,No,71050,1987-03-05,,72364
E02822,Cynthia,Johnson,Male,IL,Springfield,2021-03-20,IT,Developer,Bachelor's Degree,Satisfactory,No,90657,1994-05-17,,90430
E02823,Catherine,Ramos,Male,CA,San Francisco,2016-04-12,IT,Developer,Bachelor's Degree,Needs Improvement,Yes,95693,1993-02-18,,95453
E02824,Kayla,Collins,Female,CA,San Diego,2016-08-18,IT,IT Support,Associate Degree,Good,Yes,42409,1992-02-04,,39079
E02825,Aaron,Trevino,Male,NY,Rochester,2024-11-10,IT,Developer,Bachelor's Degree,Satisfactory,No,83163,1992-04-23,,87321
E02826,Sean,Barnes,Male,CA,San Francisco,2017-12-17,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,71074,1973-06-18,2019-04-23,74627
E02827,James,Sharp,Female,IL,Chicago,2015-09-16,IT,System Admin,Bachelor's Degree,Needs Improvement,Yes,66829,1986-03-05,,64662
E02828,Christine,Gray,Female,FL,Miami,2015-04-01,HR,HR Assistant,Associate Degree,Good,Yes,41124,1986-07-18,,37895
E02829,Evan,Williams,Male,FL,Orlando,2017-06-11,IT,Developer,Bachelor's Degree,Good,No,118265,1977-04-15,,124178
E02830,Ralph,Reed,Female,TX,Austin,2016-07-11,Finance,Financial Analyst,Master's Degree,Good,Yes,69740,1985-02-16,,74412
E02831,Destiny,Grant,Male,IL,Naperville,2022-01-27,IT,Developer,Bachelor's Degree,Excellent,Yes,107660,1987-05-17,,113043
E02832,Erica,Bentley,Male,FL,Miami,2016-05-16,IT,System Admin,Bachelor's Degree,Satisfactory,No,74028,1986-12-26,,77729
E02833,Rachel,Butler,Female,IL,Chicago,2023-11-17,Finance,Financial Analyst,Master's Degree,Satisfactory,No,79142,1996-09-21,,80222
E02834,Jennifer,Newton,Male,CA,Los Angeles,2020-03-17,HR,HR Assistant,Associate Degree,Satisfactory,No,35342,1996-04-03,,33574
E02835,Jeffrey,Cooke,Female,NY,New York,2024-05-31,HR,HR Assistant,Associate Degree,Satisfactory,No,41689,1999-10-03,,38416
E02836,Deborah,Williams,Male,CA,San Francisco,2019-07-20,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,73998,1977-07-03,,77697
E02837,Kevin,Boone,Male,TX,Houston,2020-03-10,Finance,Financial Analyst,Master's Degree,Satisfactory,No,72249,1985-02-19,,79473
E02838,Kimberly,Mccullough,Female,NY,Rochester,2024-10-01,Finance,Accountant,Bachelor's Degree,Satisfactory,No,62939,1994-12-13,,64103
E02839,Jennifer,Leach,Male,CA,Los Angeles,2023-09-03,IT,System Admin,Bachelor's Degree,Satisfactory,Yes,73315,1978-07-21,,76980
E02840,David,Long,Male,IL,Springfield,2019-09-30,IT,Developer,Bachelor's Degree,Needs Improvement,No,84037,1997-11-13,,83826
E02841,Scott,Lewis,Female,IL,Chicago,2024-08-16,IT,Developer,Bachelor's Degree,Good,No,115399,1989-11-18,,117533
E02842,Cynthia,Andrews,Female,FL,Miami,2024-10-06,Sales,Sales Representative,High School Diploma,Satisfactory,No,48373,2000-11-08,,44575
E02843,Thomas,Mccoy,Female,IL,Chicago,2024-01-22,Marketing,Marketing Specialist,Associate Degree,Good,No,45550,1994-06-27,,44183
E02844,Whitney,Martinez,Female,TX,Dallas,2017-11-03,Finance,Accountant,Bachelor's Degree,Good,No,79432,1980-11-02,,80901
E02845,Brandi,Mays,Male,NY,Buffalo,2020-02-06,HR,HR Assistant,Associate Degree,Satisfactory,No,39592,1996-03-27,,37612
E02846,Rebecca,Gould,Male,IL,Naperville,2018-08-29,Finance,Financial Analyst,Master's Degree,Good,Yes,65795,1985-02-27,,72374
