employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-35914696,Nichole,Hamilton,Female,Michigan,Detroit,2015-12-28,Operations,Logistics Coordinator,Bachelor,55292,Satisfactory,No,1979-05-19,
00-17634560,Mindy,Kane,Female,New York,Buffalo,2024-03-29,Customer Service,Customer Service Representative,High School,53662,Good,No,1991-05-31,
00-39101720,Julie,Atkinson,Female,New York,Rochester,2024-12-26,Marketing,Marketing Coordinator,Bachelor,58486,Good,No,2002-02-05,
00-26103055,Alexander,Waters,Female,New York,Rochester,2016-05-28,Sales,Sales Representative,Bachelor,59985,Good,No,1981-06-05,
00-60460287,Brian,Warren,Female,New York,Buffalo,2022-05-05,Operations,Logistics Coordinator,Bachelor,66417,Excellent,Yes,1978-08-23,
00-34799223,Amber,Hernandez,Male,New York,Rochester,2023-07-15,Sales,Sales Consultant,Master,72721,Satisfactory,No,1994-03-26,
00-44002147,Heidi,Hernandez,Female,Virginia,Richmond,2017-09-19,Sales,Sales Consultant,PhD,90267,Good,No,1965-12-30,
00-95735668,Jessica,Long,Female,New York,New York City,2019-06-23,Operations,Operations Analyst,Bachelor,79837,Satisfactory,No,1972-03-06,
00-67308741,Karen,Johnston,Male,Michigan,Warren,2022-02-04,Sales,Sales Representative,Bachelor,82596,Satisfactory,No,1988-08-08,
00-53406567,Jeffrey,Roberts,Female,New York,Rochester,2017-06-03,Customer Service,Help Desk Technician,Bachelor,80711,Good,No,1961-10-10,
00-18373492,Earl,Rogers,Male,New York,Buffalo,2018-07-04,Customer Service,Customer Service Representative,High School,63395,Satisfactory,No,1984-06-21,
00-44660198,Ashley,Williams,Female,Michigan,Detroit,2024-06-04,Customer Service,Support Specialist,High School,60418,Good,No,1970-07-05,
00-69132953,Jose,Ross,Female,New York,Rochester,2016-06-17,Finance,Financial Analyst,Bachelor,76090,Good,No,1972-04-29,
00-62698503,Kim,Anderson,Female,New York,Rochester,2017-02-22,Customer Service,Customer Service Representative,High School,62813,Good,Yes,1986-07-03,
00-29310253,Timothy,Gonzalez,Female,New York,New York City,2020-06-02,Operations,Operations Manager,Master,112930,Satisfactory,Yes,1963-03-14,
00-92405160,Denise,Gonzalez,Female,New York,New York City,2021-08-28,Operations,Logistics Coordinator,Bachelor,57685,Satisfactory,No,2004-05-26,
00-44761889,Wendy,Warren,Female,New York,Rochester,2016-04-04,IT,IT Support Specialist,High School,56368,Good,Yes,1981-04-01,
00-86684568,Charles,Frank,Female,New York,New York City,2022-05-06,Marketing,Marketing Coordinator,Bachelor,57414,Excellent,No,1989-03-09,
00-76800348,Gail,Johnston,Female,New York,New York City,2017-02-13,Sales,Sales Consultant,Bachelor,81959,Good,No,1974-03-02,
00-15078212,Emily,Henderson,Female,New York,Buffalo,2022-05-16,Customer Service,Help Desk Technician,High School,79954,Good,No,1984-08-13,
00-54269149,James,Cooper,Male,New York,Rochester,2023-09-12,Finance,Accountant,Bachelor,81899,Satisfactory,No,1984-06-28,
00-79173535,Andrew,Torres,Male,New York,New York City,2022-05-16,Sales,Sales Consultant,Master,78524,Good,Yes,1997-01-18,
00-68526669,Christina,Branch,Male,North Carolina,Raleigh,2019-06-21,Sales,Sales Specialist,PhD,73007,Needs Improvement,Yes,1976-11-18,
00-19408620,Cindy,Alexander,Male,New York,Rochester,2020-12-24,IT,IT Support Specialist,High School,56301,Good,No,2004-03-03,
00-74701849,Lisa,Gonzalez,Male,New York,New York City,2016-05-25,Operations,Inventory Specialist,High School,60500,Good,No,2000-07-09,
00-54753520,Eric,Chandler,Male,Pennsylvania,Allentown,2022-02-03,Operations,Logistics Coordinator,Bachelor,62245,Satisfactory,No,1969-07-23,
00-94862181,Daniel,Brown,Female,Michigan,Warren,2024-08-29,Operations,Logistics Coordinator,Bachelor,56966,Good,No,1998-10-16,
00-59037166,Sara,Melton,Male,New York,Buffalo,2020-11-14,IT,Software Developer,Bachelor,106863,Good,No,1976-03-04,
00-71691749,Keith,Cooper,Female,New York,New York City,2022-11-09,Sales,Sales Specialist,Master,65978,Good,No,1981-04-05,
00-37262368,Daniel,Cole,Male,New York,Buffalo,2017-01-09,Customer Service,Customer Service Representative,High School,55036,Good,No,1999-11-13,
00-98682228,Martin,Singh,Female,New York,Buffalo,2017-03-24,Finance,Accounts Payable Specialist,Bachelor,55117,Good,No,2003-04-22,
00-24330160,James,Mills,Female,Ohio,Cleveland,2021-04-11,Operations,Logistics Coordinator,Bachelor,62386,Needs Improvement,No,1984-06-26,
00-21390049,Ana,Dean,Male,New York,Buffalo,2023-02-24,Operations,Logistics Coordinator,Bachelor,68503,Good,No,1979-10-22,
00-35429494,Heather,Barnett,Female,New York,Buffalo,2017-05-27,HR,HR Coordinator,Master,69034,Good,No,1977-07-23,
00-89583788,Brandy,Alvarado,Female,Michigan,Detroit,2017-01-17,Sales,Sales Representative,Bachelor,54726,Satisfactory,Yes,1989-02-03,
00-82551667,Jonathan,Brown,Male,Florida,Orlando,2021-03-19,Operations,Logistics Coordinator,Bachelor,66040,Needs Improvement,No,1974-06-29,
00-70305001,Kristina,Williamson,Male,New York,Rochester,2024-01-21,Finance,Accounts Payable Specialist,Bachelor,69711,Good,No,2003-01-23,
00-55538076,Steven,Landry,Male,Michigan,Grand Rapids,2016-01-26,Customer Service,Customer Service Representative,High School,60428,Excellent,Yes,1964-04-12,
00-64426343,Paul,Nelson,Male,New York,New York City,2016-11-26,Finance,Financial Analyst,Bachelor,93529,Good,Yes,2001-10-29,
00-80211929,Roberta,Ward,Female,North Carolina,Greensboro,2019-02-11,Operations,Inventory Specialist,High School,64907,Good,No,1973-10-06,
00-82016051,Andrew,Dillon,Female,New York,Rochester,2017-09-10,Customer Service,Help Desk Technician,Bachelor,91193,Satisfactory,No,1960-09-08,
00-19668169,Paul,Whitney,Male,North Carolina,Greensboro,2015-07-17,Customer Service,Help Desk Technician,High School,76666,Satisfactory,No,1996-05-04,
00-97755782,Tiffany,Garcia,Female,New York,Rochester,2015-05-03,Sales,Sales Consultant,PhD,100792,Good,No,1961-08-14,
00-42572300,Todd,Harper,Male,New York,Buffalo,2022-02-04,Operations,Inventory Specialist,Bachelor,71780,Satisfactory,No,1959-12-29,
00-33118870,Jacob,Mason,Female,Michigan,Detroit,2021-06-27,Sales,Sales Specialist,Master,85856,Needs Improvement,No,1993-05-26,
00-23058343,Ann,Marquez,Male,New York,New York City,2019-01-16,Sales,Sales Consultant,PhD,89430,Satisfactory,No,1973-08-03,
00-89328380,John,Moreno,Female,Michigan,Grand Rapids,2016-05-09,Finance,Financial Analyst,Master,71029,Satisfactory,No,1990-11-22,
00-76725470,Tracy,Garner,Female,New York,Buffalo,2020-01-08,Operations,Inventory Specialist,Bachelor,55229,Excellent,No,1991-02-28,
00-18470495,Michael,Bell,Female,Florida,Miami,2023-08-31,Sales,Sales Representative,Bachelor,71006,Good,No,1962-09-06,
00-63956682,Kevin,Ferrell,Male,New York,Rochester,2018-07-14,Operations,Inventory Specialist,High School,64375,Good,No,1997-03-30,
00-83267417,Joshua,Brown,Male,New York,Buffalo,2017-04-11,Operations,Operations Analyst,Master,59997,Good,Yes,1984-07-12,
00-16118522,Natasha,Zamora,Male,New York,New York City,2020-11-12,IT,IT Support Specialist,Bachelor,61809,Good,No,1980-05-26,
00-26206185,Veronica,Raymond,Male,New York,Rochester,2017-04-19,Customer Service,Customer Service Representative,High School,56397,Good,No,1990-02-25,
00-59650807,Jeremiah,Peterson,Male,New York,Rochester,2020-06-01,Sales,Sales Representative,Bachelor,62952,Good,No,1979-03-17,
00-88112812,Diane,Miller,Female,New York,Buffalo,2015-05-29,IT,System Administrator,Master,76074,Good,No,1975-03-28,
00-94851724,Abigail,Gregory,Male,New York,Rochester,2021-12-05,Finance,Financial Analyst,Bachelor,111607,Good,Yes,1973-09-04,
00-75359668,Connie,Perez,Male,New York,Buffalo,2016-04-03,IT,IT Support Specialist,High School,58473,Needs Improvement,No,1995-09-19,
00-21964334,Ashley,Simmons,Female,New York,New York City,2022-05-02,Operations,Logistics Coordinator,Bachelor,55448,Satisfactory,Yes,1990-10-22,
00-65864403,Renee,Murphy,Male,Michigan,Detroit,2022-07-30,HR,HR Coordinator,Master,63078,Excellent,No,1996-06-02,
00-27031212,David,Delgado,Female,New York,Rochester,2017-08-14,Customer Service,Support Specialist,Bachelor,58327,Excellent,Yes,1961-11-30,
00-80207530,Amber,Mcbride,Male,Pennsylvania,Philadelphia,2019-12-01,Marketing,SEO Specialist,High School,82395,Good,Yes,1988-05-13,
00-91945021,Devin,Barker,Female,Illinois,Chicago,2022-12-15,Sales,Sales Specialist,PhD,68455,Excellent,No,1969-03-01,
00-77093782,Alexandria,Taylor,Female,New York,Buffalo,2021-12-20,Operations,Logistics Coordinator,Bachelor,61041,Satisfactory,No,1983-06-08,
00-50426348,Theresa,Thomas,Male,Virginia,Richmond,2018-12-29,Sales,Sales Specialist,PhD,61370,Good,No,1971-09-12,
00-41626932,Annette,Moore,Female,Michigan,Grand Rapids,2017-01-27,Sales,Sales Representative,Bachelor,68072,Satisfactory,No,2001-11-15,
00-93070162,Angela,Fry,Male,New York,New York City,2018-02-15,Marketing,SEO Specialist,Bachelor,71209,Good,Yes,1971-02-07,
00-39430744,Jack,Franco,Male,New York,Rochester,2019-02-26,Sales,Sales Specialist,Bachelor,80687,Good,No,1970-03-23,
00-37931877,Jessica,Cannon,Female,New York,Buffalo,2017-12-08,Operations,Logistics Coordinator,Bachelor,60522,Needs Improvement,Yes,1981-04-12,
00-30027622,Teresa,Ali,Male,New York,Buffalo,2022-04-28,IT,Software Developer,Bachelor,104861,Satisfactory,No,2004-05-08,
00-33665782,Scott,Peck,Female,New York,Buffalo,2017-12-14,Operations,Logistics Coordinator,Bachelor,53317,Satisfactory,No,2001-06-03,
00-96551756,Dana,Rodgers,Male,New York,New York City,2018-03-01,Operations,Logistics Coordinator,Bachelor,60014,Excellent,No,1976-09-05,
00-43739891,Kimberly,Rodriguez,Male,New York,New York City,2018-03-13,Finance,Accountant,Bachelor,85303,Satisfactory,Yes,2004-04-30,
00-24015162,Anthony,Odom,Male,New York,Buffalo,2022-08-28,IT,Software Developer,Bachelor,102667,Good,No,1978-06-24,
00-31212522,Joseph,Bradley,Female,Florida,Miami,2023-03-31,Sales,Sales Specialist,Master,71400,Good,No,2002-07-24,
00-25577992,Caitlyn,Hall,Male,New York,Buffalo,2016-01-11,Operations,Logistics Coordinator,Bachelor,60556,Good,Yes,1979-06-07,
00-69702849,Michael,Watts,Female,New York,New York City,2020-07-04,Customer Service,Customer Service Representative,Bachelor,64710,Satisfactory,No,1973-07-12,
00-36675960,Dennis,Mathis,Female,New York,Rochester,2022-07-02,Operations,Logistics Coordinator,Bachelor,61890,Satisfactory,No,1987-07-12,
00-24781783,Jennifer,Brooks,Male,New York,Buffalo,2018-11-27,Customer Service,Support Specialist,High School,56062,Excellent,No,1972-03-26,
00-65377624,Paul,Wells,Male,New York,Buffalo,2023-03-05,Finance,Accountant,Bachelor,90151,Good,No,1974-07-04,
00-19868991,James,Johnson,Female,New York,Buffalo,2019-10-24,Sales,Sales Specialist,Master,79269,Good,No,1970-02-03,
00-68500818,Tanya,Schaefer,Male,New York,Rochester,2017-06-10,Sales,Sales Specialist,PhD,83941,Good,No,1988-07-10,
00-33898911,Jeffrey,Powers,Female,New York,New York City,2018-03-20,Customer Service,Help Desk Technician,High School,79954,Good,No,1980-01-10,
00-36059032,Katherine,Jones,Female,New York,New York City,2021-12-27,Marketing,SEO Specialist,High School,61933,Good,No,1981-05-04,
00-55082572,Stephanie,Gonzales,Female,New York,New York City,2016-08-27,Sales,Sales Representative,Bachelor,66461,Satisfactory,No,2000-02-06,
00-18006318,Tracy,Nguyen,Female,Ohio,Cleveland,2017-06-27,Operations,Inventory Specialist,High School,56785,Good,No,2000-02-03,
00-72482955,Paige,Patterson,Male,Michigan,Warren,2019-10-29,Operations,Inventory Specialist,Bachelor,62196,Satisfactory,No,1986-09-19,
00-56113991,Bobby,Moss,Male,New York,Buffalo,2017-05-28,Customer Service,Support Specialist,Bachelor,61075,Good,No,1999-07-15,
00-31043745,Jennifer,Long,Female,New York,New York City,2023-10-16,Sales,Sales Representative,Bachelor,64885,Satisfactory,Yes,1960-01-20,
00-32808354,Ashley,Herrera,Female,New York,Rochester,2020-09-06,Finance,Accounts Payable Specialist,Bachelor,55336,Needs Improvement,No,1982-12-09,
00-40830120,Nancy,Buchanan,Female,North Carolina,Charlotte,2016-07-21,Finance,Accounts Payable Specialist,Bachelor,65827,Good,No,1962-01-08,
00-39050434,Daniel,Bryant,Male,New York,Rochester,2020-12-06,Customer Service,Support Specialist,Bachelor,61692,Excellent,Yes,1982-08-03,
00-11946674,Bobby,Forbes,Female,New York,New York City,2022-07-21,Marketing,Marketing Coordinator,Bachelor,53801,Satisfactory,No,1980-03-28,
00-43105363,Amanda,Terrell,Male,New York,New York City,2017-01-16,IT,Software Developer,Bachelor,88790,Satisfactory,Yes,1986-06-21,
00-39850909,Angela,Black,Male,Ohio,Cincinnati,2023-09-02,Operations,Inventory Specialist,Bachelor,64503,Good,No,2003-04-30,
00-87000815,Sydney,Lee,Male,New York,Rochester,2023-06-20,Sales,Sales Representative,Bachelor,68141,Good,No,1986-10-18,
00-15376584,Raymond,Torres,Female,New York,Buffalo,2024-11-17,IT,System Administrator,Bachelor,67967,Good,No,1992-05-16,
00-77674770,Justin,Jackson,Male,Michigan,Grand Rapids,2015-04-25,IT,IT Support Specialist,Bachelor,63434,Good,Yes,1990-05-05,
00-74326441,Christie,Brown,Female,North Carolina,Raleigh,2023-07-20,Sales,Sales Consultant,PhD,102671,Good,No,1974-01-12,
00-23153230,Rebecca,Ford,Male,Pennsylvania,Allentown,2019-09-08,Operations,Logistics Coordinator,Bachelor,68433,Good,No,1991-07-07,
00-84958851,Shannon,Sharp,Male,Florida,Miami,2022-02-13,Operations,Logistics Coordinator,Bachelor,68381,Good,No,1996-08-26,
00-64575354,Hector,Richards,Female,Pennsylvania,Philadelphia,2024-12-13,Operations,Logistics Coordinator,Bachelor,56320,Satisfactory,No,1988-01-10,
00-49700319,Heather,Taylor,Male,Virginia,Richmond,2017-06-10,Operations,Operations Analyst,Bachelor,64479,Satisfactory,Yes,1985-02-24,
00-74395377,Marcus,Johnson,Female,Virginia,Richmond,2022-06-26,Operations,Operations Analyst,Bachelor,81847,Excellent,Yes,2002-09-17,
00-71643898,Brittany,Marquez,Male,North Carolina,Charlotte,2023-03-20,Operations,Operations Analyst,Bachelor,90020,Satisfactory,No,1977-10-28,
00-13276720,Nicole,Davis,Male,Michigan,Detroit,2024-05-05,Marketing,Marketing Coordinator,Bachelor,72089,Good,No,1996-03-17,
00-28605786,Heather,Meadows,Male,New York,New York City,2023-11-06,IT,Software Developer,Bachelor,84299,Satisfactory,Yes,1992-10-06,
00-59716992,Frank,Quinn,Female,Pennsylvania,Pittsburgh,2021-02-05,IT,IT Support Specialist,Bachelor,60695,Satisfactory,No,1970-07-15,
00-10183025,Danny,Cole,Male,New York,Rochester,2023-05-21,Operations,Logistics Coordinator,Bachelor,65693,Excellent,Yes,1981-10-28,
00-54681905,Christopher,Zimmerman,Male,Michigan,Warren,2020-10-09,Operations,Logistics Coordinator,Bachelor,65548,Good,No,1996-01-17,
00-46210517,Kylie,Hunt,Female,New York,Rochester,2022-03-04,Operations,Inventory Specialist,High School,57499,Good,No,1975-05-28,
00-87205978,Nicholas,James,Male,Michigan,Detroit,2023-10-26,Operations,Inventory Specialist,Bachelor,60085,Satisfactory,No,2000-02-08,
00-93276088,George,Rogers,Male,New York,New York City,2023-12-05,Operations,Logistics Coordinator,Bachelor,69363,Good,Yes,1998-04-09,
00-79086760,Donna,Hernandez,Female,North Carolina,Charlotte,2024-12-03,Customer Service,Support Specialist,High School,62333,Satisfactory,Yes,1992-08-28,
00-16920612,Duane,Hammond,Male,Florida,Miami,2016-01-20,IT,Software Developer,Bachelor,91706,Good,No,1989-02-17,
00-93098685,Robert,Collins,Female,New York,Buffalo,2015-10-26,Sales,Sales Consultant,PhD,96394,Good,No,1990-03-12,
00-96996261,Susan,Roberts,Female,New York,Buffalo,2020-03-11,Customer Service,Customer Service Representative,High School,56954,Good,No,1973-07-09,
00-37476059,David,Anderson,Male,New York,Buffalo,2017-03-20,Operations,Logistics Coordinator,Bachelor,65202,Good,No,1986-02-16,
00-82428426,Adam,Cannon,Male,Pennsylvania,Pittsburgh,2016-01-05,Customer Service,Customer Service Representative,Bachelor,61531,Satisfactory,Yes,2004-04-02,
00-87862305,Stephen,Foley,Female,North Carolina,Greensboro,2023-07-31,IT,Software Developer,Bachelor,99538,Excellent,No,1970-09-17,
00-40257672,Lindsey,Franklin,Male,New York,Buffalo,2018-07-11,Sales,Sales Representative,Bachelor,74263,Good,No,2002-07-09,
00-66764586,John,Chapman,Male,New York,New York City,2017-07-04,Operations,Operations Analyst,Bachelor,76847,Good,No,1979-06-13,
00-56335527,Shawn,Ramos,Male,New York,New York City,2019-08-22,Customer Service,Support Specialist,High School,60463,Good,No,1973-09-29,
00-26469781,Carol,Sanchez,Male,New York,Buffalo,2019-08-01,Finance,Financial Analyst,Master,69718,Good,No,1991-03-21,
00-81518649,Joshua,Fuller,Male,New York,Buffalo,2023-11-15,IT,IT Support Specialist,High School,63909,Excellent,No,1972-09-13,
00-59411699,Marcia,Williams,Female,New York,Buffalo,2023-02-27,Sales,Sales Manager,PhD,98597,Good,No,1969-02-20,
00-18808386,Brian,Bailey,Male,Michigan,Detroit,2017-02-26,Sales,Sales Representative,Bachelor,63605,Excellent,No,1974-12-09,
00-20760289,Melissa,Estrada,Male,New York,Buffalo,2019-11-22,Operations,Logistics Coordinator,Bachelor,74645,Good,No,1974-11-29,
00-20327693,Carrie,Rivera,Female,New York,Buffalo,2016-02-04,Sales,Sales Consultant,PhD,97713,Satisfactory,No,1981-12-01,
00-29858055,Brandon,Butler,Female,North Carolina,Greensboro,2020-03-10,Finance,Financial Analyst,Master,87287,Good,No,1987-07-24,
00-94191586,Evan,Mitchell,Male,New York,Buffalo,2015-09-14,Customer Service,Customer Service Representative,Bachelor,74726,Good,No,1979-09-22,
00-82670169,Heather,Larson,Male,North Carolina,Greensboro,2024-11-01,Marketing,Marketing Coordinator,Bachelor,66772,Good,No,1979-04-15,
00-66388890,Anna,Burch,Female,Ohio,Columbus,2019-10-19,Customer Service,Customer Service Manager,Master,91367,Excellent,Yes,1980-11-29,
00-49126722,Beth,Huynh,Male,New York,Buffalo,2017-02-06,Sales,Sales Specialist,PhD,59233,Good,No,1973-11-19,
00-41182544,Kayla,Morris,Male,North Carolina,Greensboro,2023-12-15,IT,Software Developer,Bachelor,94754,Good,No,1966-08-25,
00-55080697,Nicholas,Jones,Female,New York,Buffalo,2019-06-15,Sales,Sales Representative,Bachelor,65038,Good,No,1984-01-13,
00-96711527,Megan,Brown,Male,New York,New York City,2023-07-02,Operations,Operations Analyst,Bachelor,71845,Satisfactory,No,1996-06-09,
00-99369591,Dennis,Neal,Male,Michigan,Detroit,2022-04-17,IT,System Administrator,Bachelor,88102,Good,No,2002-02-24,
00-71472671,Mark,Gutierrez,Female,New York,Buffalo,2018-03-23,HR,HR Coordinator,Master,60232,Excellent,No,1984-06-29,
00-51137063,Heather,Salazar,Male,New York,Buffalo,2017-02-12,IT,Software Developer,Master,88535,Satisfactory,No,1973-01-04,
00-74994010,Ashley,Krause,Female,New York,Rochester,2018-07-25,Operations,Logistics Coordinator,Bachelor,61189,Good,No,1988-04-21,
00-16351040,Vanessa,Webb,Female,Michigan,Detroit,2017-09-25,Sales,Sales Consultant,Bachelor,73370,Good,No,1988-04-29,
00-32328873,Cassandra,French,Female,Michigan,Detroit,2021-10-02,Marketing,Marketing Coordinator,Bachelor,69676,Needs Improvement,No,1999-07-21,
00-81848989,Justin,Lynch,Male,New York,Buffalo,2017-05-03,Sales,Sales Representative,Bachelor,78603,Satisfactory,Yes,1975-08-13,
00-99436783,Jordan,Andrews,Male,Pennsylvania,Pittsburgh,2023-08-31,Sales,Sales Representative,Bachelor,60733,Needs Improvement,No,1984-08-12,
00-25692379,Michael,Anderson,Female,North Carolina,Greensboro,2015-08-07,IT,IT Support Specialist,High School,59232,Needs Improvement,Yes,1976-03-07,
00-26974987,Tyler,Daniel,Female,New York,New York City,2019-07-13,IT,IT Support Specialist,High School,57922,Good,No,1963-02-21,
00-37535486,Travis,White,Male,New York,Buffalo,2020-08-24,Finance,Accounts Payable Specialist,Bachelor,68868,Good,Yes,1980-12-03,
00-52539471,Jesse,Roberts,Male,Michigan,Detroit,2024-03-16,IT,Software Developer,Bachelor,110589,Satisfactory,Yes,2003-01-07,
00-70187134,Aaron,Johnson,Female,New York,New York City,2020-08-30,Customer Service,Help Desk Technician,Bachelor,56064,Satisfactory,No,2003-07-15,
00-50474667,Laura,Mclaughlin,Female,New York,Rochester,2016-03-21,Operations,Inventory Specialist,High School,56083,Satisfactory,Yes,1974-11-02,
00-77030603,Lauren,Duarte,Female,Michigan,Warren,2022-06-10,Operations,Logistics Coordinator,Bachelor,62538,Satisfactory,Yes,1967-05-17,
00-30945115,Brandon,Bailey,Male,New York,New York City,2015-11-10,Sales,Sales Specialist,Bachelor,79638,Satisfactory,No,1971-05-22,
00-78103287,Dana,Smith,Female,Illinois,Aurora,2018-03-20,Operations,Logistics Coordinator,Bachelor,55596,Good,No,1988-04-10,
00-73607213,Hannah,King,Male,New York,New York City,2023-01-27,Sales,Sales Representative,Bachelor,60287,Satisfactory,No,1979-01-28,
00-29741209,Kyle,Hunter,Female,Michigan,Detroit,2023-05-06,Operations,Inventory Specialist,Bachelor,62585,Satisfactory,Yes,1979-10-15,
00-55457454,Katie,Wilson,Male,Florida,Miami,2022-05-10,Operations,Inventory Specialist,High School,58012,Excellent,No,1980-04-17,
00-15379569,Matthew,Ramsey,Male,New York,Buffalo,2017-08-28,Sales,Sales Consultant,Bachelor,101762,Satisfactory,Yes,1998-12-15,
00-51350093,Susan,Collier,Female,New York,New York City,2015-03-17,Operations,Inventory Specialist,Bachelor,65366,Good,No,1981-06-02,
00-39576862,Mark,Morgan,Female,Michigan,Warren,2019-09-19,Marketing,Content Creator,High School,58645,Good,Yes,1984-03-16,
00-17386489,Timothy,Wells,Male,New York,Buffalo,2021-01-14,Customer Service,Customer Service Representative,High School,61006,Good,No,1970-09-27,
00-80656754,Debbie,Olson,Female,North Carolina,Greensboro,2017-09-01,Sales,Sales Specialist,PhD,81011,Good,No,1978-04-14,
00-13026428,Steven,Grimes,Male,New York,Rochester,2016-12-13,Operations,Operations Analyst,Bachelor,66527,Good,No,1974-12-14,
00-21727533,Matthew,Bowers,Female,New York,Buffalo,2024-06-09,HR,HR Assistant,Bachelor,59916,Good,No,1989-05-14,
00-75829146,Sarah,Brown,Male,North Carolina,Raleigh,2018-07-22,Sales,Sales Representative,Bachelor,66759,Good,No,1973-06-21,
00-17522583,Kevin,Hardy,Female,Michigan,Grand Rapids,2023-05-03,Customer Service,Help Desk Technician,High School,62034,Good,Yes,1976-05-23,
00-29856967,Angela,Smith,Male,Michigan,Detroit,2022-08-13,Operations,Inventory Specialist,High School,66306,Satisfactory,No,1969-11-01,
00-61823158,Gina,Marsh,Female,New York,New York City,2018-12-11,Operations,Logistics Coordinator,Bachelor,58842,Good,No,1981-06-08,
00-57158074,Laura,Jones,Male,New York,Buffalo,2018-02-27,Sales,Sales Representative,Bachelor,69616,Good,Yes,1976-03-24,
00-85300576,Juan,Johnson,Male,Ohio,Columbus,2016-05-25,Sales,Sales Manager,PhD,91934,Excellent,No,1984-09-13,
00-65782199,Courtney,Kirby,Female,North Carolina,Greensboro,2023-08-10,IT,Software Developer,Master,83827,Satisfactory,No,2003-07-18,
00-66885794,Catherine,Lopez,Female,New York,New York City,2022-02-15,Operations,Logistics Coordinator,Bachelor,58138,Good,Yes,1998-05-07,
00-88809974,Michelle,Walton,Female,New York,Buffalo,2020-09-30,Operations,Logistics Coordinator,Bachelor,55194,Needs Improvement,No,1980-05-20,
00-50698994,Michaela,Mckinney,Male,New York,New York City,2019-04-16,Finance,Financial Analyst,Bachelor,81218,Excellent,No,1973-07-24,
00-18873909,Robert,Crawford,Female,Michigan,Detroit,2024-04-02,Operations,Inventory Specialist,High School,59888,Satisfactory,No,1988-07-04,
00-60435319,Nathan,Gallegos,Female,New York,Rochester,2016-04-27,Sales,Sales Representative,Bachelor,58116,Good,No,1997-11-02,
00-46685578,Javier,Turner,Female,New York,New York City,2019-02-13,Sales,Sales Consultant,Bachelor,79957,Satisfactory,No,1962-03-11,
00-86224438,Neil,Johnson,Female,New York,Rochester,2022-03-20,IT,System Administrator,Bachelor,98585,Good,No,1981-01-19,
00-34965358,Robin,Wallace,Female,New York,Buffalo,2023-01-10,Customer Service,Support Specialist,Bachelor,59317,Needs Improvement,No,1983-09-10,
00-75845287,Lauren,Stein,Male,New York,New York City,2015-03-01,Sales,Sales Representative,Bachelor,75978,Good,No,1981-03-08,
00-88545322,James,Mclean,Male,New York,Buffalo,2018-10-12,Customer Service,Customer Service Representative,Bachelor,66909,Good,Yes,1986-04-18,
00-72203452,Morgan,Collins,Female,New York,Rochester,2017-05-08,Operations,Logistics Coordinator,Bachelor,54032,Good,No,1992-04-03,
00-45255913,Douglas,Wiggins,Female,New York,Buffalo,2018-11-16,Operations,Logistics Coordinator,Bachelor,57458,Good,No,1970-09-22,
00-95437748,Toni,Black,Female,New York,New York City,2019-02-21,Finance,Accounts Payable Specialist,Bachelor,53141,Satisfactory,No,1989-06-23,
00-48612968,Jamie,Johnson,Male,New York,Rochester,2019-05-31,Marketing,Marketing Coordinator,Bachelor,73266,Excellent,Yes,1980-05-19,
00-96541691,Jennifer,Boyd,Male,New York,Rochester,2017-01-02,Operations,Inventory Specialist,Bachelor,72909,Needs Improvement,No,1975-02-13,
00-47207440,Larry,Williams,Male,New York,Rochester,2020-11-25,Operations,Operations Analyst,Master,55135,Good,No,1987-12-05,
00-58554539,Brooke,Miller,Male,New York,Rochester,2020-06-30,IT,IT Support Specialist,High School,63063,Satisfactory,Yes,1972-12-30,
00-44616300,Pamela,Garcia,Female,Ohio,Cincinnati,2021-10-25,Operations,Inventory Specialist,High School,57661,Satisfactory,Yes,1966-06-16,
00-26050250,Donna,Edwards,Female,Michigan,Warren,2018-08-13,Customer Service,Customer Service Representative,High School,62574,Good,No,1963-09-06,
00-12354860,Katherine,Fowler,Male,New York,New York City,2023-03-23,Customer Service,Support Specialist,High School,59438,Satisfactory,No,1982-02-09,
00-17853132,Manuel,Lee,Male,North Carolina,Charlotte,2017-04-18,Sales,Sales Representative,Bachelor,68165,Good,No,1964-12-10,
00-28186152,Amanda,Mejia,Male,New York,Buffalo,2018-09-18,Operations,Operations Analyst,Master,61097,Good,No,1982-02-15,
00-58474537,David,Hernandez,Female,Michigan,Warren,2019-04-17,Finance,Accountant,Bachelor,69516,Good,Yes,1982-01-01,
00-48903840,Danny,Mullen,Male,North Carolina,Greensboro,2017-08-06,Operations,Inventory Specialist,Bachelor,69794,Good,No,1989-10-10,
00-78969993,Willie,Clark,Male,New York,New York City,2017-05-17,Sales,Sales Specialist,Master,75985,Good,No,1969-08-13,
00-22684736,Andrea,Nelson,Male,New York,New York City,2020-09-30,IT,Software Developer,Master,89640,Needs Improvement,No,1987-07-26,
00-53299559,Linda,Andrews,Female,New York,Rochester,2023-03-08,IT,IT Support Specialist,High School,63278,Satisfactory,No,1960-01-22,
00-50409241,Charles,Austin,Male,New York,New York City,2017-05-12,Customer Service,Support Specialist,Bachelor,58763,Good,No,1996-02-02,
00-58656970,Amber,Williams,Female,New York,Rochester,2016-01-12,Finance,Accountant,Bachelor,54920,Good,No,1980-08-07,
